x
0.000000000000000000e+00
2.004008041694760323e-03
4.008016083389520645e-03
6.012024357914924622e-03
8.016032166779041290e-03
1.002003997564315796e-02
1.202404871582984924e-02
1.402805652469396591e-02
1.603206433355808258e-02
1.803607307374477386e-02
2.004007995128631592e-02
2.204408869147300720e-02
2.404809743165969849e-02
2.605210430920124054e-02
2.805611304938793182e-02
3.006011992692947388e-02
3.206412866711616516e-02
3.406813740730285645e-02
3.607214614748954773e-02
3.807615116238594055e-02
4.008015990257263184e-02
4.208416864275932312e-02
4.408817738294601440e-02
4.609218612313270569e-02
4.809619486331939697e-02
5.010019987821578979e-02
5.210420861840248108e-02
5.410821735858917236e-02
5.611222609877586365e-02
5.811623483896255493e-02
6.012023985385894775e-02
6.212424859404563904e-02
6.412825733423233032e-02
6.613226234912872314e-02
6.813627481460571289e-02
7.014027982950210571e-02
7.214429229497909546e-02
7.414829730987548828e-02
7.615230232477188110e-02
7.815631479024887085e-02
8.016031980514526367e-02
8.216433227062225342e-02
8.416833728551864624e-02
8.617234230041503906e-02
8.817635476589202881e-02
9.018035978078842163e-02
9.218437224626541138e-02
9.418837726116180420e-02
9.619238972663879395e-02
9.819639474153518677e-02
1.002003997564315796e-01
1.022044122219085693e-01
1.042084172368049622e-01
1.062124297022819519e-01
1.082164347171783447e-01
1.102204397320747375e-01
1.122244521975517273e-01
1.142284572124481201e-01
1.162324696779251099e-01
1.182364746928215027e-01
1.202404797077178955e-01
1.222444921731948853e-01
1.242484971880912781e-01
1.262525022029876709e-01
1.282565146684646606e-01
1.302605271339416504e-01
1.322645246982574463e-01
1.342685371637344360e-01
1.362725496292114258e-01
1.382765620946884155e-01
1.402805596590042114e-01
1.422845721244812012e-01
1.442885845899581909e-01
1.462925821542739868e-01
1.482965946197509766e-01
1.503006070852279663e-01
1.523046046495437622e-01
1.543086171150207520e-01
1.563126295804977417e-01
1.583166420459747314e-01
1.603206396102905273e-01
1.623246520757675171e-01
1.643286645412445068e-01
1.663326621055603027e-01
1.683366745710372925e-01
1.703406870365142822e-01
1.723446846008300781e-01
1.743486970663070679e-01
1.763527095317840576e-01
1.783567219972610474e-01
1.803607195615768433e-01
1.823647320270538330e-01
1.843687444925308228e-01
1.863727420568466187e-01
1.883767545223236084e-01
1.903807669878005981e-01
1.923847794532775879e-01
1.943887770175933838e-01
1.963927894830703735e-01
1.983968019485473633e-01
2.004007995128631592e-01
2.024048119783401489e-01
2.044088244438171387e-01
2.064128220081329346e-01
2.084168344736099243e-01
2.104208469390869141e-01
2.124248594045639038e-01
2.144288569688796997e-01
2.164328694343566895e-01
2.184368818998336792e-01
2.204408794641494751e-01
2.224448919296264648e-01
2.244489043951034546e-01
2.264529019594192505e-01
2.284569144248962402e-01
2.304609268903732300e-01
2.324649393558502197e-01
2.344689369201660156e-01
2.364729493856430054e-01
2.384769618511199951e-01
2.404809594154357910e-01
2.424849718809127808e-01
2.444889843463897705e-01
2.464929819107055664e-01
2.484969943761825562e-01
2.505010068416595459e-01
2.525050044059753418e-01
2.545090317726135254e-01
2.565130293369293213e-01
2.585170269012451172e-01
2.605210542678833008e-01
2.625250518321990967e-01
2.645290493965148926e-01
2.665330767631530762e-01
2.685370743274688721e-01
2.705410718917846680e-01
2.725450992584228516e-01
2.745490968227386475e-01
2.765531241893768311e-01
2.785571217536926270e-01
2.805611193180084229e-01
2.825651466846466064e-01
2.845691442489624023e-01
2.865731418132781982e-01
2.885771691799163818e-01
2.905811667442321777e-01
2.925851643085479736e-01
2.945891916751861572e-01
2.965931892395019531e-01
2.985971868038177490e-01
3.006012141704559326e-01
3.026052117347717285e-01
3.046092092990875244e-01
3.066132366657257080e-01
3.086172342300415039e-01
3.106212317943572998e-01
3.126252591609954834e-01
3.146292567253112793e-01
3.166332840919494629e-01
3.186372816562652588e-01
3.206412792205810547e-01
3.226453065872192383e-01
3.246493041515350342e-01
3.266533017158508301e-01
3.286573290824890137e-01
3.306613266468048096e-01
3.326653242111206055e-01
3.346693515777587891e-01
3.366733491420745850e-01
3.386773467063903809e-01
3.406813740730285645e-01
3.426853716373443604e-01
3.446893692016601562e-01
3.466933965682983398e-01
3.486973941326141357e-01
3.507014214992523193e-01
3.527054190635681152e-01
3.547094166278839111e-01
3.567134439945220947e-01
3.587174415588378906e-01
3.607214391231536865e-01
3.627254664897918701e-01
3.647294640541076660e-01
3.667334616184234619e-01
3.687374889850616455e-01
3.707414865493774414e-01
3.727454841136932373e-01
3.747495114803314209e-01
3.767535090446472168e-01
3.787575066089630127e-01
3.807615339756011963e-01
3.827655315399169922e-01
3.847695589065551758e-01
3.867735564708709717e-01
3.887775540351867676e-01
3.907815814018249512e-01
3.927855789661407471e-01
3.947895765304565430e-01
3.967936038970947266e-01
3.987976014614105225e-01
4.008015990257263184e-01
4.028056263923645020e-01
4.048096239566802979e-01
4.068136215209960938e-01
4.088176488876342773e-01
4.108216464519500732e-01
4.128256440162658691e-01
4.148296713829040527e-01
4.168336689472198486e-01
4.188376665115356445e-01
4.208416938781738281e-01
4.228456914424896240e-01
4.248497188091278076e-01
4.268537163734436035e-01
4.288577139377593994e-01
4.308617413043975830e-01
4.328657388687133789e-01
4.348697364330291748e-01
4.368737637996673584e-01
4.388777613639831543e-01
4.408817589282989502e-01
4.428857862949371338e-01
4.448897838592529297e-01
4.468937814235687256e-01
4.488978087902069092e-01
4.509018063545227051e-01
4.529058039188385010e-01
4.549098312854766846e-01
4.569138288497924805e-01
4.589178562164306641e-01
4.609218537807464600e-01
4.629258513450622559e-01
4.649298787117004395e-01
4.669338762760162354e-01
4.689378738403320312e-01
4.709419012069702148e-01
4.729458987712860107e-01
4.749498963356018066e-01
4.769539237022399902e-01
4.789579212665557861e-01
4.809619188308715820e-01
4.829659461975097656e-01
4.849699437618255615e-01
4.869739413261413574e-01
4.889779686927795410e-01
4.909819662570953369e-01
4.929859638214111328e-01
4.949899911880493164e-01
4.969939887523651123e-01
4.989980161190032959e-01
5.010019540786743164e-01
5.030059814453125000e-01
5.050100088119506836e-01
5.070140361785888672e-01
5.090180635452270508e-01
5.110220313072204590e-01
5.130260586738586426e-01
5.150300264358520508e-01
5.170340538024902344e-01
5.190380811691284180e-01
5.210421085357666016e-01
5.230460762977600098e-01
5.250501036643981934e-01
5.270540714263916016e-01
5.290580987930297852e-01
5.310621261596679688e-01
5.330661535263061523e-01
5.350701212882995605e-01
5.370741486549377441e-01
5.390781164169311523e-01
5.410821437835693359e-01
5.430861711502075195e-01
5.450901985168457031e-01
5.470942258834838867e-01
5.490981936454772949e-01
5.511021614074707031e-01
5.531061887741088867e-01
5.551102161407470703e-01
5.571142435073852539e-01
5.591182708740234375e-01
5.611222386360168457e-01
5.631262063980102539e-01
5.651302337646484375e-01
5.671342611312866211e-01
5.691382884979248047e-01
5.711423158645629883e-01
5.731462836265563965e-01
5.751502513885498047e-01
5.771542787551879883e-01
5.791583061218261719e-01
5.811623334884643555e-01
5.831663608551025391e-01
5.851703286170959473e-01
5.871743559837341309e-01
5.891783237457275391e-01
5.911823511123657227e-01
5.931863784790039062e-01
5.951904058456420898e-01
5.971943736076354980e-01
5.991984009742736816e-01
6.012023687362670898e-01
6.032063961029052734e-01
6.052104234695434570e-01
6.072144508361816406e-01
6.092184185981750488e-01
6.112224459648132324e-01
6.132264137268066406e-01
6.152304410934448242e-01
6.172344684600830078e-01
6.192384958267211914e-01
6.212425231933593750e-01
6.232464909553527832e-01
6.252504587173461914e-01
6.272544860839843750e-01
6.292585134506225586e-01
6.312625408172607422e-01
6.332665681838989258e-01
6.352705359458923340e-01
6.372745037078857422e-01
6.392785310745239258e-01
6.412825584411621094e-01
6.432865858078002930e-01
6.452906131744384766e-01
6.472945809364318848e-01
6.492985486984252930e-01
6.513025760650634766e-01
6.533066034317016602e-01
6.553106307983398438e-01
6.573146581649780273e-01
6.593186259269714355e-01
6.613226532936096191e-01
6.633266210556030273e-01
6.653306484222412109e-01
6.673346757888793945e-01
6.693387031555175781e-01
6.713426709175109863e-01
6.733466982841491699e-01
6.753506660461425781e-01
6.773546934127807617e-01
6.793587207794189453e-01
6.813627481460571289e-01
6.833667159080505371e-01
6.853707432746887207e-01
6.873747110366821289e-01
6.893787384033203125e-01
6.913827657699584961e-01
6.933867931365966797e-01
6.953908205032348633e-01
6.973947882652282715e-01
6.993987560272216797e-01
7.014027833938598633e-01
7.034068107604980469e-01
7.054108381271362305e-01
7.074148654937744141e-01
7.094188332557678223e-01
7.114228010177612305e-01
7.134268283843994141e-01
7.154308557510375977e-01
7.174348831176757812e-01
7.194389104843139648e-01
7.214428782463073730e-01
7.234468460083007812e-01
7.254508733749389648e-01
7.274549007415771484e-01
7.294589281082153320e-01
7.314629554748535156e-01
7.334669232368469238e-01
7.354709506034851074e-01
7.374749183654785156e-01
7.394789457321166992e-01
7.414829730987548828e-01
7.434870004653930664e-01
7.454909682273864746e-01
7.474949955940246582e-01
7.494989633560180664e-01
7.515029907226562500e-01
7.535070180892944336e-01
7.555110454559326172e-01
7.575150132179260254e-01
7.595190405845642090e-01
7.615230083465576172e-01
7.635270357131958008e-01
7.655310630798339844e-01
7.675350904464721680e-01
7.695390582084655762e-01
7.715430855751037598e-01
7.735471129417419434e-01
7.755510807037353516e-01
7.775551080703735352e-01
7.795591354370117188e-01
7.815631031990051270e-01
7.835671305656433105e-01
7.855711579322814941e-01
7.875751256942749023e-01
7.895791530609130859e-01
7.915831804275512695e-01
7.935872077941894531e-01
7.955911755561828613e-01
7.975952029228210449e-01
7.995991706848144531e-01
8.016031980514526367e-01
8.036072254180908203e-01
8.056112527847290039e-01
8.076152205467224121e-01
8.096192479133605957e-01
8.116232156753540039e-01
8.136272430419921875e-01
8.156312704086303711e-01
8.176352977752685547e-01
8.196392655372619629e-01
8.216432929039001465e-01
8.236472606658935547e-01
8.256512880325317383e-01
8.276553153991699219e-01
8.296593427658081055e-01
8.316633105278015137e-01
8.336673378944396973e-01
8.356713056564331055e-01
8.376753330230712891e-01
8.396793603897094727e-01
8.416833877563476562e-01
8.436873555183410645e-01
8.456913828849792480e-01
8.476954102516174316e-01
8.496993780136108398e-01
8.517034053802490234e-01
8.537074327468872070e-01
8.557114005088806152e-01
8.577154278755187988e-01
8.597194552421569824e-01
8.617234230041503906e-01
8.637274503707885742e-01
8.657314777374267578e-01
8.677355051040649414e-01
8.697394728660583496e-01
8.717435002326965332e-01
8.737474679946899414e-01
8.757514953613281250e-01
8.777555227279663086e-01
8.797595500946044922e-01
8.817635178565979004e-01
8.837675452232360840e-01
8.857715129852294922e-01
8.877755403518676758e-01
8.897795677185058594e-01
8.917835950851440430e-01
8.937875628471374512e-01
8.957915902137756348e-01
8.977955579757690430e-01
8.997995853424072266e-01
9.018036127090454102e-01
9.038076400756835938e-01
9.058116078376770020e-01
9.078156352043151855e-01
9.098196625709533691e-01
9.118236303329467773e-01
9.138276576995849609e-01
9.158316850662231445e-01
9.178356528282165527e-01
9.198396801948547363e-01
9.218437075614929199e-01
9.238476753234863281e-01
9.258517026901245117e-01
9.278557300567626953e-01
9.298596978187561035e-01
9.318637251853942871e-01
9.338677525520324707e-01
9.358717203140258789e-01
9.378757476806640625e-01
9.398797750473022461e-01
9.418837428092956543e-01
9.438877701759338379e-01
9.458917975425720215e-01
9.478957653045654297e-01
9.498997926712036133e-01
9.519038200378417969e-01
9.539077877998352051e-01
9.559118151664733887e-01
9.579158425331115723e-01
9.599198102951049805e-01
9.619238376617431641e-01
9.639278650283813477e-01
9.659318923950195312e-01
9.679358601570129395e-01
9.699398875236511230e-01
9.719439148902893066e-01
9.739478826522827148e-01
9.759519100189208984e-01
9.779559373855590820e-01
9.799599051475524902e-01
9.819639325141906738e-01
9.839679598808288574e-01
9.859719276428222656e-01
9.879759550094604492e-01
9.899799823760986328e-01
9.919839501380920410e-01
9.939879775047302246e-01
9.959920048713684082e-01
9.979959726333618164e-01
1.000000000000000000e+00
