x,w_analytical,M_analytical
3.763763763763763870e-01,-6.902984134339493552e-03,1.173585998410823379e+02
3.773773773773773654e-01,-6.911612958929538343e-03,1.174818462105749148e+02
3.783783783783783994e-01,-6.920174489699684739e-03,1.176040905770635447e+02
3.793793793793793778e-01,-6.928668656628078973e-03,1.177253329405481566e+02
3.803803803803803563e-01,-6.937095390266823092e-03,1.178455733010287503e+02
3.813813813813813902e-01,-6.945454621741965415e-03,1.179648116585053685e+02
3.823823823823823687e-01,-6.953746282753504870e-03,1.180830480129779403e+02
3.833833833833834026e-01,-6.961970305575387527e-03,1.182002823644465224e+02
3.843843843843843811e-01,-6.970126623055513532e-03,1.183165147129111006e+02
3.853853853853853595e-01,-6.978215168615730171e-03,1.184317450583716749e+02
3.863863863863863934e-01,-6.986235876251834474e-03,1.185459734008282595e+02
3.873873873873873719e-01,-6.994188680533571477e-03,1.186591997402808119e+02
3.883883883883884058e-01,-7.002073516604640294e-03,1.187714240767293887e+02
3.893893893893893843e-01,-7.009890320182684577e-03,1.188826464101739475e+02
3.903903903903903627e-01,-7.017639027559297721e-03,1.189928667406144740e+02
3.913913913913913967e-01,-7.025319575600028933e-03,1.191020850680510392e+02
3.923923923923923751e-01,-7.032931901744371092e-03,1.192103013924835579e+02
3.933933933933934091e-01,-7.040475944005765950e-03,1.193175157139121154e+02
3.943943943943943875e-01,-7.047951640971611073e-03,1.194237280323366406e+02
3.953953953953953659e-01,-7.055358931803246830e-03,1.195289383477571619e+02
3.963963963963963999e-01,-7.062697756235968537e-03,1.196331466601737077e+02
3.973973973973973783e-01,-7.069968054579016045e-03,1.197363529695861786e+02
3.983983983983984123e-01,-7.077169767715583287e-03,1.198385572759947166e+02
3.993993993993993907e-01,-7.084302837102812202e-03,1.199397595793992224e+02
4.004004004004003692e-01,-7.091367204771793602e-03,1.200399598797997243e+02
4.014014014014014031e-01,-7.098362813327566308e-03,1.201391581771962365e+02
4.024024024024023816e-01,-7.105289605949125821e-03,1.202373544715887022e+02
4.034034034034034155e-01,-7.112147526389406976e-03,1.203345487629771782e+02
4.044044044044043940e-01,-7.118936518975301289e-03,1.204307410513616645e+02
4.054054054054054279e-01,-7.125656528607648282e-03,1.205259313367421328e+02
4.064064064064064064e-01,-7.132307500761237221e-03,1.206201196191186256e+02
4.074074074074073848e-01,-7.138889381484806243e-03,1.207133058984910718e+02
4.084084084084084187e-01,-7.145402117401043231e-03,1.208054901748595427e+02
4.094094094094093972e-01,-7.151845655706584939e-03,1.208966724482240096e+02
4.104104104104104311e-01,-7.158219944172018734e-03,1.209868527185844300e+02
4.114114114114114096e-01,-7.164524931141883456e-03,1.210760309859409034e+02
4.124124124124123880e-01,-7.170760565534663351e-03,1.211642072502933161e+02
4.134134134134134220e-01,-7.176926796842793277e-03,1.212513815116417675e+02
4.144144144144144004e-01,-7.183023575132663034e-03,1.213375537699862008e+02
4.154154154154154344e-01,-7.189050851044604361e-03,1.214227240253266302e+02
4.164164164164164128e-01,-7.195008575792903940e-03,1.215068922776630700e+02
4.174174174174173912e-01,-7.200896701165792127e-03,1.215900585269954490e+02
4.184184184184184252e-01,-7.206715179525456823e-03,1.216722227733238668e+02
4.194194194194194036e-01,-7.212463963808031335e-03,1.217533850166482807e+02
4.204204204204204376e-01,-7.218143007523597846e-03,1.218335452569686765e+02
4.214214214214214160e-01,-7.223752264756190013e-03,1.219127034942850969e+02
4.224224224224223945e-01,-7.229291690163787767e-03,1.219908597285974565e+02
4.234234234234234284e-01,-7.234761238978324252e-03,1.220680139599058407e+02
4.244244244244244069e-01,-7.240160867005680616e-03,1.221441661882102210e+02
4.254254254254254408e-01,-7.245490530625690352e-03,1.222193164135105974e+02
4.264264264264264193e-01,-7.250750186792133227e-03,1.222934646358069841e+02
4.274274274274273977e-01,-7.255939793032736146e-03,1.223666108550993243e+02
4.284284284284284317e-01,-7.261059307449181828e-03,1.224387550713877033e+02
4.294294294294294101e-01,-7.266108688717100132e-03,1.225098972846720642e+02
4.304304304304304440e-01,-7.271087896086067190e-03,1.225800374949523928e+02
4.314314314314314225e-01,-7.275996889379614078e-03,1.226491757022287601e+02
4.324324324324324564e-01,-7.280835628995219883e-03,1.227173119065010951e+02
4.334334334334334349e-01,-7.285604075904311694e-03,1.227844461077694262e+02
4.344344344344344133e-01,-7.290302191652262009e-03,1.228505783060337677e+02
4.354354354354354473e-01,-7.294929938358406078e-03,1.229157085012940769e+02
4.364364364364364257e-01,-7.299487278716015014e-03,1.229798366935504248e+02
4.374374374374374597e-01,-7.303974175992314008e-03,1.230429628828027120e+02
4.384384384384384381e-01,-7.308390594028483199e-03,1.231050870690510237e+02
4.394394394394394165e-01,-7.312736497239645528e-03,1.231662092522953316e+02
4.404404404404404505e-01,-7.317011850614878014e-03,1.232263294325356213e+02
4.414414414414414289e-01,-7.321216619717200481e-03,1.232854476097719498e+02
4.424424424424424629e-01,-7.325350770683592035e-03,1.233435637840042318e+02
4.434434434434434413e-01,-7.329414270224971981e-03,1.234006779552324957e+02
4.444444444444444198e-01,-7.333407085626217174e-03,1.234567901234567842e+02
4.454454454454454537e-01,-7.337329184746149875e-03,1.235119002886770545e+02
4.464464464464464322e-01,-7.341180536017542953e-03,1.235660084508933494e+02
4.474474474474474661e-01,-7.344961108447114681e-03,1.236191146101055978e+02
4.484484484484484446e-01,-7.348670871615541750e-03,1.236712187663138707e+02
4.494494494494494230e-01,-7.352309795677441917e-03,1.237223209195181255e+02
4.504504504504504570e-01,-7.355877851361387020e-03,1.237724210697183480e+02
4.514514514514514354e-01,-7.359375009969898636e-03,1.238215192169146235e+02
4.524524524524524693e-01,-7.362801243379446352e-03,1.238696153611068524e+02
4.534534534534534478e-01,-7.366156524040449495e-03,1.239167095022950917e+02
4.544544544544544262e-01,-7.369440824977276268e-03,1.239628016404793129e+02
4.554554554554554602e-01,-7.372654119788246349e-03,1.240078917756595303e+02
4.564564564564564386e-01,-7.375796382645627425e-03,1.240519799078357863e+02
4.574574574574574726e-01,-7.378867588295639525e-03,1.240950660370079675e+02
4.584584584584584510e-01,-7.381867712058446350e-03,1.241371501631761873e+02
4.594594594594594295e-01,-7.384796729828170016e-03,1.241782322863403891e+02
4.604604604604604634e-01,-7.387654618072873706e-03,1.242183124065005870e+02
4.614614614614614418e-01,-7.390441353834576420e-03,1.242573905236568095e+02
4.624624624624624758e-01,-7.393156914729242558e-03,1.242954666378089854e+02
4.634634634634634542e-01,-7.395801278946786267e-03,1.243325407489571575e+02
4.644644644644644327e-01,-7.398374425251074034e-03,1.243686128571013398e+02
4.654654654654654666e-01,-7.400876332979922090e-03,1.244036829622415041e+02
4.664664664664664451e-01,-7.403306982045092938e-03,1.244377510643777072e+02
4.674674674674674790e-01,-7.405666352932300557e-03,1.244708171635098637e+02
4.684684684684684575e-01,-7.407954426701208669e-03,1.245028812596380163e+02
4.694694694694694914e-01,-7.410171184985429871e-03,1.245339433527621935e+02
4.704704704704704699e-01,-7.412316609992526499e-03,1.245640034428822958e+02
4.714714714714714483e-01,-7.414390684504013236e-03,1.245930615299984794e+02
4.724724724724724823e-01,-7.416393391875350169e-03,1.246211176141106023e+02
4.734734734734734607e-01,-7.418324716035947994e-03,1.246481716952187355e+02
4.744744744744744946e-01,-7.420184641489169751e-03,1.246742237733228933e+02
4.754754754754754731e-01,-7.421973153312324753e-03,1.246992738484229903e+02
4.764764764764764515e-01,-7.423690237156673789e-03,1.247233219205191403e+02
4.774774774774774855e-01,-7.425335879247425656e-03,1.247463679896112296e+02
4.784784784784784639e-01,-7.426910066383739760e-03,1.247684120556993435e+02
4.794794794794794979e-01,-7.428412785938726982e-03,1.247894541187834676e+02
4.804804804804804763e-01,-7.429844025859443611e-03,1.248094941788635310e+02
4.814814814814814548e-01,-7.431203774666900012e-03,1.248285322359396616e+02
4.824824824824824887e-01,-7.432492021456052825e-03,1.248465682900117457e+02
4.834834834834834671e-01,-7.433708755895808429e-03,1.248636023410798117e+02
4.844844844844845011e-01,-7.434853968229024682e-03,1.248796343891439022e+02
4.854854854854854795e-01,-7.435927649272508315e-03,1.248946644342039605e+02
4.864864864864864580e-01,-7.436929790417016670e-03,1.249086924762600574e+02
4.874874874874874919e-01,-7.437860383627254227e-03,1.249217185153121079e+02
4.884884884884884704e-01,-7.438719421441874341e-03,1.249337425513601687e+02
4.894894894894895043e-01,-7.439506896973484447e-03,1.249447645844042398e+02
4.904904904904904828e-01,-7.440222803908639986e-03,1.249547846144442502e+02
4.914914914914914612e-01,-7.440867136507840936e-03,1.249638026414803278e+02
4.924924924924924952e-01,-7.441439889605546559e-03,1.249718186655123588e+02
4.934934934934934736e-01,-7.441941058610154584e-03,1.249788326865404002e+02
4.944944944944945076e-01,-7.442370639504021154e-03,1.249848447045644377e+02
4.954954954954954860e-01,-7.442728628843446950e-03,1.249898547195844429e+02
4.964964964964965199e-01,-7.443015023758686732e-03,1.249938627316004727e+02
4.974974974974974984e-01,-7.443229821953938931e-03,1.249968687406124843e+02
4.984984984984984768e-01,-7.443373021707356055e-03,1.249988727466204921e+02
4.994994994994995108e-01,-7.443444621871040355e-03,1.249998747496245102e+02
5.005005005005005447e-01,-7.443444621871042090e-03,1.249998747496244960e+02
5.015015015015015232e-01,-7.443373021707356922e-03,1.249988727466204921e+02
5.025025025025025016e-01,-7.443229821953938063e-03,1.249968687406124843e+02
5.035035035035034801e-01,-7.443015023758686732e-03,1.249938627316004585e+02
5.045045045045044585e-01,-7.442728628843447818e-03,1.249898547195844429e+02
5.055055055055055480e-01,-7.442370639504020287e-03,1.249848447045644235e+02
5.065065065065065264e-01,-7.441941058610155452e-03,1.249788326865404002e+02
5.075075075075075048e-01,-7.441439889605546559e-03,1.249718186655123588e+02
5.085085085085084833e-01,-7.440867136507842670e-03,1.249638026414803278e+02
5.095095095095094617e-01,-7.440222803908639986e-03,1.249547846144442786e+02
5.105105105105105512e-01,-7.439506896973486182e-03,1.249447645844042114e+02
5.115115115115115296e-01,-7.438719421441874341e-03,1.249337425513601687e+02
5.125125125125125081e-01,-7.437860383627254227e-03,1.249217185153121221e+02
5.135135135135134865e-01,-7.436929790417016670e-03,1.249086924762600290e+02
5.145145145145144649e-01,-7.435927649272510050e-03,1.248946644342039605e+02
5.155155155155155544e-01,-7.434853968229024682e-03,1.248796343891438880e+02
5.165165165165165329e-01,-7.433708755895809296e-03,1.248636023410798117e+02
5.175175175175175113e-01,-7.432492021456051957e-03,1.248465682900117315e+02
5.185185185185184897e-01,-7.431203774666900880e-03,1.248285322359396474e+02
5.195195195195194682e-01,-7.429844025859444478e-03,1.248094941788635452e+02
5.205205205205205576e-01,-7.428412785938726982e-03,1.247894541187834534e+02
5.215215215215215361e-01,-7.426910066383738893e-03,1.247684120556993435e+02
5.225225225225225145e-01,-7.425335879247424789e-03,1.247463679896112438e+02
5.235235235235234930e-01,-7.423690237156673789e-03,1.247233219205191261e+02
5.245245245245244714e-01,-7.421973153312324753e-03,1.246992738484230046e+02
5.255255255255255609e-01,-7.420184641489171486e-03,1.246742237733228791e+02
5.265265265265265393e-01,-7.418324716035949729e-03,1.246481716952187497e+02
5.275275275275275177e-01,-7.416393391875349302e-03,1.246211176141106023e+02
5.285285285285284962e-01,-7.414390684504012369e-03,1.245930615299984510e+02
5.295295295295294746e-01,-7.412316609992527366e-03,1.245640034428823100e+02
5.305305305305305641e-01,-7.410171184985429871e-03,1.245339433527621651e+02
5.315315315315315425e-01,-7.407954426701208669e-03,1.245028812596380163e+02
5.325325325325325210e-01,-7.405666352932299690e-03,1.244708171635098495e+02
5.335335335335334994e-01,-7.403306982045092070e-03,1.244377510643776930e+02
5.345345345345344779e-01,-7.400876332979922090e-03,1.244036829622415183e+02
5.355355355355355673e-01,-7.398374425251075769e-03,1.243686128571013541e+02
5.365365365365365458e-01,-7.395801278946787134e-03,1.243325407489571717e+02
5.375375375375375242e-01,-7.393156914729242558e-03,1.242954666378089854e+02
5.385385385385385026e-01,-7.390441353834577287e-03,1.242573905236567953e+02
5.395395395395394811e-01,-7.387654618072876309e-03,1.242183124065006155e+02
5.405405405405405705e-01,-7.384796729828170883e-03,1.241782322863403749e+02
5.415415415415415490e-01,-7.381867712058447217e-03,1.241371501631761731e+02
5.425425425425425274e-01,-7.378867588295639525e-03,1.240950660370079675e+02
5.435435435435435059e-01,-7.375796382645627425e-03,1.240519799078357579e+02
5.445445445445444843e-01,-7.372654119788244614e-03,1.240078917756595445e+02
5.455455455455455738e-01,-7.369440824977275400e-03,1.239628016404793129e+02
5.465465465465465522e-01,-7.366156524040448628e-03,1.239167095022950917e+02
5.475475475475475307e-01,-7.362801243379445484e-03,1.238696153611068524e+02
5.485485485485485091e-01,-7.359375009969899503e-03,1.238215192169146235e+02
5.495495495495495986e-01,-7.355877851361388754e-03,1.237724210697183764e+02
5.505505505505505770e-01,-7.352309795677441917e-03,1.237223209195181255e+02
5.515515515515515554e-01,-7.348670871615541750e-03,1.236712187663138707e+02
5.525525525525525339e-01,-7.344961108447116416e-03,1.236191146101056120e+02
5.535535535535535123e-01,-7.341180536017541218e-03,1.235660084508933210e+02
5.545545545545546018e-01,-7.337329184746150743e-03,1.235119002886770545e+02
5.555555555555555802e-01,-7.333407085626217174e-03,1.234567901234567842e+02
5.565565565565565587e-01,-7.329414270224972848e-03,1.234006779552325099e+02
5.575575575575575371e-01,-7.325350770683591167e-03,1.233435637840042176e+02
5.585585585585585155e-01,-7.321216619717201349e-03,1.232854476097719356e+02
5.595595595595596050e-01,-7.317011850614876280e-03,1.232263294325356355e+02
5.605605605605605835e-01,-7.312736497239646395e-03,1.231662092522953316e+02
5.615615615615615619e-01,-7.308390594028484934e-03,1.231050870690510379e+02
5.625625625625625403e-01,-7.303974175992314875e-03,1.230429628828027262e+02
5.635635635635635188e-01,-7.299487278716014146e-03,1.229798366935504106e+02
5.645645645645646082e-01,-7.294929938358405211e-03,1.229157085012940911e+02
5.655655655655655867e-01,-7.290302191652263744e-03,1.228505783060337677e+02
5.665665665665665651e-01,-7.285604075904309092e-03,1.227844461077694405e+02
5.675675675675675436e-01,-7.280835628995219015e-03,1.227173119065010809e+02
5.685685685685685220e-01,-7.275996889379614946e-03,1.226491757022287459e+02
5.695695695695696115e-01,-7.271087896086067190e-03,1.225800374949524070e+02
5.705705705705705899e-01,-7.266108688717101000e-03,1.225098972846720500e+02
5.715715715715715683e-01,-7.261059307449182695e-03,1.224387550713877033e+02
5.725725725725725468e-01,-7.255939793032736146e-03,1.223666108550993386e+02
5.735735735735735252e-01,-7.250750186792133227e-03,1.222934646358069841e+02
5.745745745745746147e-01,-7.245490530625692087e-03,1.222193164135106116e+02
5.755755755755755931e-01,-7.240160867005681483e-03,1.221441661882102352e+02
5.765765765765765716e-01,-7.234761238978324252e-03,1.220680139599058549e+02
5.775775775775775500e-01,-7.229291690163788635e-03,1.219908597285974707e+02
5.785785785785785285e-01,-7.223752264756189145e-03,1.219127034942850827e+02
5.795795795795796179e-01,-7.218143007523599580e-03,1.218335452569686908e+02
5.805805805805805964e-01,-7.212463963808031335e-03,1.217533850166482665e+02
5.815815815815815748e-01,-7.206715179525456823e-03,1.216722227733238668e+02
5.825825825825825532e-01,-7.200896701165792994e-03,1.215900585269954632e+02
5.835835835835835317e-01,-7.195008575792903073e-03,1.215068922776630416e+02
5.845845845845846211e-01,-7.189050851044602626e-03,1.214227240253266160e+02
5.855855855855855996e-01,-7.183023575132663034e-03,1.213375537699862008e+02
5.865865865865865780e-01,-7.176926796842794144e-03,1.212513815116417675e+02
5.875875875875875565e-01,-7.170760565534661617e-03,1.211642072502933445e+02
5.885885885885885349e-01,-7.164524931141883456e-03,1.210760309859409034e+02
5.895895895895896244e-01,-7.158219944172017866e-03,1.209868527185844584e+02
5.905905905905906028e-01,-7.151845655706584072e-03,1.208966724482240096e+02
5.915915915915915813e-01,-7.145402117401044098e-03,1.208054901748595569e+02
5.925925925925925597e-01,-7.138889381484805376e-03,1.207133058984911003e+02
5.935935935935935381e-01,-7.132307500761237221e-03,1.206201196191186114e+02
5.945945945945946276e-01,-7.125656528607647415e-03,1.205259313367421328e+02
5.955955955955956060e-01,-7.118936518975302156e-03,1.204307410513616645e+02
5.965965965965965845e-01,-7.112147526389406109e-03,1.203345487629771924e+02
5.975975975975975629e-01,-7.105289605949124954e-03,1.202373544715887022e+02
5.985985985985985414e-01,-7.098362813327568042e-03,1.201391581771962223e+02
5.995995995995996308e-01,-7.091367204771792734e-03,1.200399598797997101e+02
6.006006006006006093e-01,-7.084302837102813069e-03,1.199397595793992224e+02
6.016016016016015877e-01,-7.077169767715583287e-03,1.198385572759947166e+02
6.026026026026025662e-01,-7.069968054579016913e-03,1.197363529695862070e+02
6.036036036036035446e-01,-7.062697756235969404e-03,1.196331466601736935e+02
6.046046046046046341e-01,-7.055358931803246830e-03,1.195289383477571761e+02
6.056056056056056125e-01,-7.047951640971611940e-03,1.194237280323366548e+02
6.066066066066065909e-01,-7.040475944005766817e-03,1.193175157139121296e+02
6.076076076076075694e-01,-7.032931901744371092e-03,1.192103013924835722e+02
6.086086086086086588e-01,-7.025319575600028933e-03,1.191020850680510250e+02
6.096096096096096373e-01,-7.017639027559298588e-03,1.189928667406144740e+02
6.106106106106106157e-01,-7.009890320182682842e-03,1.188826464101739333e+02
6.116116116116115942e-01,-7.002073516604641161e-03,1.187714240767293745e+02
6.126126126126125726e-01,-6.994188680533573212e-03,1.186591997402808261e+02
6.136136136136136621e-01,-6.986235876251836209e-03,1.185459734008282453e+02
6.146146146146146405e-01,-6.978215168615730171e-03,1.184317450583716891e+02
6.156156156156156189e-01,-6.970126623055514399e-03,1.183165147129111148e+02
6.166166166166165974e-01,-6.961970305575387527e-03,1.182002823644465366e+02
6.176176176176175758e-01,-6.953746282753505738e-03,1.180830480129779545e+02
6.186186186186186653e-01,-6.945454621741964547e-03,1.179648116585053543e+02
6.196196196196196437e-01,-6.937095390266824826e-03,1.178455733010287645e+02
6.206206206206206222e-01,-6.928668656628078973e-03,1.177253329405481423e+02
6.216216216216216006e-01,-6.920174489699684739e-03,1.176040905770635447e+02
6.226226226226225791e-01,-6.911612958929539210e-03,1.174818462105749433e+02
6.236236236236236685e-01,-6.902984134339493552e-03,1.173585998410823095e+02
6.246246246246246470e-01,-6.894288086525346936e-03,1.172343514685857002e+02
6.256256256256256254e-01,-6.885524886656850009e-03,1.171091010930850729e+02
6.266266266266266038e-01,-6.876694606477700561e-03,1.169828487145804559e+02
6.276276276276275823e-01,-6.867797318305546989e-03,1.168555943330718208e+02
6.286286286286286717e-01,-6.858833095031987431e-03,1.167273379485591676e+02
6.296296296296296502e-01,-6.849802010122569770e-03,1.165980795610425247e+02
6.306306306306306286e-01,-6.840704137616791629e-03,1.164678191705218779e+02
6.316316316316316071e-01,-6.831539552128101239e-03,1.163365567769972273e+02
6.326326326326325855e-01,-6.822308328843891372e-03,1.162042923804685728e+02
6.336336336336336750e-01,-6.813010543525508875e-03,1.160710259809358718e+02
6.346346346346346534e-01,-6.803646272508252942e-03,1.159367575783992095e+02
6.356356356356356319e-01,-6.794215592701365568e-03,1.158014871728585433e+02
6.366366366366366103e-01,-6.784718581588043695e-03,1.156652147643138591e+02
6.376376376376375887e-01,-6.775155317225428804e-03,1.155279403527651851e+02
6.386386386386386782e-01,-6.765525878244617319e-03,1.153896639382124789e+02
6.396396396396396566e-01,-6.755830343850652807e-03,1.152503855206557830e+02
6.406406406406406351e-01,-6.746068793822527707e-03,1.151101051000950974e+02
6.416416416416416135e-01,-6.736241308513185068e-03,1.149688226765303938e+02
6.426426426426425920e-01,-6.726347968849515947e-03,1.148265382499616862e+02
6.436436436436436814e-01,-6.716388856332365480e-03,1.146832518203889606e+02
6.446446446446446599e-01,-6.706364053036521604e-03,1.145389633878122453e+02
6.456456456456456383e-01,-6.696273641610727204e-03,1.143936729522315261e+02
6.466466466466466168e-01,-6.686117705277673171e-03,1.142473805136467888e+02
6.476476476476475952e-01,-6.675896327833998403e-03,1.141000860720580476e+02
6.486486486486486847e-01,-6.665609593650294144e-03,1.139517896274652884e+02
6.496496496496496631e-01,-6.655257587671099644e-03,1.138024911798685537e+02
6.506506506506506415e-01,-6.644840395414905627e-03,1.136521907292678009e+02
6.516516516516516200e-01,-6.634358102974148227e-03,1.135008882756630584e+02
6.526526526526525984e-01,-6.623810797015218521e-03,1.133485838190542978e+02
6.536536536536536879e-01,-6.613198564778449522e-03,1.131952773594415191e+02
6.546546546546546663e-01,-6.602521494078133525e-03,1.130409688968247508e+02
6.556556556556556448e-01,-6.591779673302507365e-03,1.128856584312039786e+02
6.566566566566566232e-01,-6.580973191413753282e-03,1.127293459625792025e+02
6.576576576576576016e-01,-6.570102137948011928e-03,1.125720314909504225e+02
6.586586586586586911e-01,-6.559166603015366762e-03,1.124137150163176244e+02
6.596596596596596696e-01,-6.548166677299855319e-03,1.122543965386808367e+02
6.606606606606606480e-01,-6.537102452059459674e-03,1.120940760580400166e+02
6.616616616616616264e-01,-6.525974019126115980e-03,1.119327535743952211e+02
6.626626626626626049e-01,-6.514781470905711865e-03,1.117704290877464075e+02
6.636636636636636943e-01,-6.503524900378073424e-03,1.116071025980935758e+02
6.646646646646646728e-01,-6.492204401096990374e-03,1.114427741054367687e+02
6.656656656656656512e-01,-6.480820067190194364e-03,1.112774436097759434e+02
6.666666666666666297e-01,-6.469371993359365053e-03,1.111111111111111143e+02
6.676676676676676081e-01,-6.457860274880140514e-03,1.109437766094422813e+02
6.686686686686686976e-01,-6.446285007602095551e-03,1.107754401047694301e+02
6.696696696696696760e-01,-6.434646287948766856e-03,1.106061015970925894e+02
6.706706706706706544e-01,-6.422944212917632185e-03,1.104357610864117447e+02
6.716716716716716329e-01,-6.411178880080125111e-03,1.102644185727268962e+02
6.726726726726726113e-01,-6.399350387581621141e-03,1.100920740560380438e+02
6.736736736736737008e-01,-6.387458834141452463e-03,1.099187275363451448e+02
6.746746746746746792e-01,-6.375504319052900139e-03,1.097443790136482704e+02
6.756756756756756577e-01,-6.363486942183192371e-03,1.095690284879474063e+02
6.766766766766766361e-01,-6.351406803973505370e-03,1.093926759592425242e+02
6.776776776776777256e-01,-6.339264005438966822e-03,1.092153214275336239e+02
6.786786786786787040e-01,-6.327058648168658490e-03,1.090369648928207482e+02
6.796796796796796825e-01,-6.314790834325604944e-03,1.088576063551038544e+02
6.806806806806806609e-01,-6.302460666646783095e-03,1.086772458143829567e+02
6.816816816816816393e-01,-6.290068248443120465e-03,1.084958832706580552e+02
6.826826826826827288e-01,-6.277613683599489978e-03,1.083135187239291355e+02
6.836836836836837072e-01,-6.265097076574721244e-03,1.081301521741962119e+02
6.846846846846846857e-01,-6.252518532401585803e-03,1.079457836214592987e+02
6.856856856856856641e-01,-6.239878156686811880e-03,1.077604130657183816e+02
6.866866866866866426e-01,-6.227176055611073104e-03,1.075740405069734607e+02
6.876876876876877320e-01,-6.214412335928989374e-03,1.073866659452244932e+02
6.886886886886887105e-01,-6.201587104969139008e-03,1.071982893804715502e+02
6.896896896896896889e-01,-6.188700470634046595e-03,1.070089108127146176e+02
6.906906906906906674e-01,-6.175752541400180394e-03,1.068185302419536669e+02
6.916916916916916458e-01,-6.162743426317962743e-03,1.066271476681887123e+02
6.926926926926927353e-01,-6.149673235011769191e-03,1.064347630914197396e+02
6.936936936936937137e-01,-6.136542077679918092e-03,1.062413765116467772e+02
6.946946946946946921e-01,-6.123350065094682743e-03,1.060469879288698110e+02
6.956956956956956706e-01,-6.110097308602280980e-03,1.058515973430888408e+02
6.966966966966966490e-01,-6.096783920122888188e-03,1.056552047543038668e+02
6.976976976976977385e-01,-6.083410012150617351e-03,1.054578101625148605e+02
6.986986986986987169e-01,-6.069975697753544203e-03,1.052594135677218787e+02
6.996996996996996954e-01,-6.056481090573684681e-03,1.050600149699248931e+02
7.007007007007006738e-01,-6.042926304827008800e-03,1.048596143691238751e+02
7.017017017017016522e-01,-6.029311455303434583e-03,1.046582117653188817e+02
7.027027027027027417e-01,-6.015636657366826325e-03,1.044558071585098418e+02
7.037037037037037202e-01,-6.001902026955005867e-03,1.042524005486968406e+02
7.047047047047046986e-01,-5.988107680579739592e-03,1.040479919358798213e+02
7.057057057057056770e-01,-5.974253735326743621e-03,1.038425813200587982e+02
7.067067067067066555e-01,-5.960340308855682084e-03,1.036361687012337711e+02
7.077077077077077449e-01,-5.946367519400173191e-03,1.034287540794047260e+02
7.087087087087087234e-01,-5.932335485767785757e-03,1.032203374545716912e+02
7.097097097097097018e-01,-5.918244327340025333e-03,1.030109188267346525e+02
7.107107107107106803e-01,-5.904094164072364558e-03,1.028004981958935957e+02
7.117117117117116587e-01,-5.889885116494215402e-03,1.025890755620485493e+02
7.127127127127127482e-01,-5.875617305708941314e-03,1.023766509251994705e+02
7.137137137137137266e-01,-5.861290853393852883e-03,1.021632242853464021e+02
7.147147147147147050e-01,-5.846905881800215643e-03,1.019487956424893298e+02
7.157157157157156835e-01,-5.832462513753246605e-03,1.017333649966282678e+02
7.167167167167166619e-01,-5.817960872652102114e-03,1.015169323477631877e+02
7.177177177177177514e-01,-5.803401082469891725e-03,1.012994976958940754e+02
7.187187187187187298e-01,-5.788783267753683411e-03,1.010810610410210018e+02
7.197197197197197083e-01,-5.774107553624484475e-03,1.008616223831439100e+02
7.207207207207206867e-01,-5.759374065777258037e-03,1.006411817222628144e+02
7.217217217217216652e-01,-5.744582930480908282e-03,1.004197390583777150e+02
7.227227227227227546e-01,-5.729734274578298682e-03,1.001972943914885832e+02
7.237237237237237331e-01,-5.714828225486240712e-03,9.997384772159547595e+01
7.247247247247247115e-01,-5.699864911195490387e-03,9.974939904869835061e+01
7.257257257257256899e-01,-5.684844460270756933e-03,9.952394837279723561e+01
7.267267267267266684e-01,-5.669767001850701919e-03,9.929749569389211672e+01
7.277277277277277578e-01,-5.654632665647923648e-03,9.907004101198293711e+01
7.287287287287287363e-01,-5.639441581948984906e-03,9.884158432706981046e+01
7.297297297297297147e-01,-5.624193881614394756e-03,9.861212563915266571e+01
7.307307307307306932e-01,-5.608889696078608531e-03,9.838166494823151709e+01
7.317317317317316716e-01,-5.593529157350029569e-03,9.815020225430636458e+01
7.327327327327327611e-01,-5.578112398011014425e-03,9.791773755737719398e+01
7.337337337337337395e-01,-5.562639551217868523e-03,9.768427085744403371e+01
7.347347347347347180e-01,-5.547110750700849635e-03,9.744980215450686956e+01
7.357357357357356964e-01,-5.531526130764155731e-03,9.721433144856570152e+01
7.367367367367367859e-01,-5.515885826285947535e-03,9.697785873962048697e+01
7.377377377377377643e-01,-5.500189972718325104e-03,9.674038402767131117e+01
7.387387387387387427e-01,-5.484438706087340840e-03,9.650190731271813149e+01
7.397397397397397212e-01,-5.468632162992997751e-03,9.626242859476093372e+01
7.407407407407406996e-01,-5.452770480609252929e-03,9.602194787379973206e+01
7.417417417417417891e-01,-5.436853796683999325e-03,9.578046514983449811e+01
7.427427427427427675e-01,-5.420882249539097850e-03,9.553798042286530290e+01
7.437437437437437460e-01,-5.404855978070343542e-03,9.529449369289208960e+01
7.447447447447447244e-01,-5.388775121747488989e-03,9.505000495991487242e+01
7.457457457457457028e-01,-5.372639820614233050e-03,9.480451422393365135e+01
7.467467467467467923e-01,-5.356450215288226062e-03,9.455802148494839798e+01
7.477477477477477708e-01,-5.340206446961068970e-03,9.431052674295916916e+01
7.487487487487487492e-01,-5.323908657398311595e-03,9.406202999796593645e+01
7.497497497497497276e-01,-5.307556988939450895e-03,9.381253124996869985e+01
7.507507507507507061e-01,-5.291151584497936176e-03,9.356203049896744517e+01
7.517517517517517955e-01,-5.274692587561163014e-03,9.331052774496217239e+01
7.527527527527527740e-01,-5.258180142190478461e-03,9.305802298795292415e+01
7.537537537537537524e-01,-5.241614393021184516e-03,9.280451622793964361e+01
